id,topic,visitor_id,user_id,timestamp,event_type,product_id,order_id_for_refund,is_recommended,recommendation_view
12,recommendation-actions,,506,2026-05-24T23:26:24,recommendation_accepted,105,,False,
284,user-events,,98,2026-05-25T03:45:54,view,152,,False,
87,recommendation-actions,,182,2026-05-25T07:02:37,recommendation_shown,,,False,
260,user-events,,411,2026-05-25T08:53:53,delete_from_cart,139,,False,
199,user-events,,980,2026-05-25T11:56:04,view,,,False,
334,recommendation-actions,,849,2026-05-26T08:06:16,recommendation_clicked,48,,False,
1,recommendation-actions,visitor_1,,2026-05-26T11:51:27,recommendation_shown,139,,False,
219,recommendation-actions,,987,2026-05-26T15:49:35,recommendation_accepted,81,,False,
426,recommendation-actions,,980,2026-05-27T15:14:17,recommendation_shown,19,,False,
231,user-events,,842,2026-05-28T20:45:02,view,184,,False,
25,recommendation-actions,,374,2026-05-28T22:32:55,recommendation_shown,161,,False,
264,user-events,,862,2026-05-29T01:33:32,view,48,,False,
40,user-events,visitor_40,,2026-05-29T21:42:20,transaction,174,,False,
97,user-events,,175,2026-05-31T09:10:20,view,180,,False,
80,recommendation-actions,,449,2026-05-31T12:50:04,recommendation_shown,59,,False,
16,user-events,visitor_16,,2026-05-31T17:29:30,view,159,,False,
86,user-events,,361,2026-06-01T00:46:52,view,123,,False,
125,user-events,,442,2026-06-01T07:18:11,view,79,,False,
500,user-events,,450,2026-06-01T10:00:00,add_to_cart,100,,False,
24,recommendation-actions,,199,2026-06-01T13:24:38,recommendation_clicked,198,,False,
93,user-events,,720,2026-06-01T17:31:55,add_to_cart,15,,False,
126,user-events,,890,2026-06-01T20:18:06,add_to_cart,77,,False,
144,user-events,,569,2026-06-02T00:08:55,delete_from_cart,,,False,
163,user-events,,161,2026-06-02T15:15:27,view,32,,False,
7,recommendation-actions,,600,2026-06-03T00:58:35,recommendation_shown,58,,False,
158,user-events,visitor_158,,2026-06-03T01:37:25,transaction,115,,True,product_detail
465,user-events,,360,2026-06-03T08:34:44,delete_from_cart,189,,True,home
150,user-events,,109,2026-06-03T08:42:25,view,53,,False,
310,user-events,,944,2026-06-03T12:00:52,view,162,,False,
314,user-events,visitor_314,,2026-06-03T14:26:56,view,112,,False,
127,user-events,,833,2026-06-03T17:48:15,view,1,,False,
401,user-events,,815,2026-06-03T19:55:54,view,70,,False,
347,recommendation-actions,,603,2026-06-04T00:30:36,recommendation_rejected,,,True,notification
42,recommendation-actions,,292,2026-06-04T04:17:14,recommendation_shown,126,,False,
292,user-events,,464,2026-06-04T11:06:04,view,199,,False,
247,user-events,,768,2026-06-04T18:27:32,delete_from_cart,154,,False,
419,user-events,,98,2026-06-04T23:22:39,view,169,,False,
486,user-events,visitor_486,,2026-06-05T07:08:34,view,11,,True,product_detail
280,recommendation-actions,,730,2026-06-05T18:46:20,recommendation_clicked,15,,False,
325,recommendation-actions,,434,2026-06-05T22:35:44,recommendation_shown,100,,False,
214,recommendation-actions,,965,2026-06-06T00:34:55,recommendation_shown,98,,True,final_cart
23,notification-events,,387,2026-06-06T08:00:31,reminder_sent,108,,False,
408,recommendation-actions,visitor_408,,2026-06-07T09:02:17,recommendation_shown,159,,False,
245,user-events,,729,2026-06-07T12:01:19,delete_from_cart,140,,False,
201,recommendation-actions,,922,2026-06-08T05:22:23,recommendation_shown,178,,True,home
371,recommendation-actions,visitor_371,,2026-06-08T12:42:27,recommendation_shown,39,,False,
141,user-events,,492,2026-06-08T14:43:21,add_to_cart,169,,False,
4,user-events,visitor_4,,2026-06-09T13:25:58,refund_request,155,ORD-HBWY18R3,False,
324,user-events,,640,2026-06-09T13:55:43,add_to_cart,195,,True,notification
375,user-events,,673,2026-06-09T17:32:41,view,39,,False,
389,user-events,,290,2026-06-10T08:34:22,view,68,,False,
304,user-events,,275,2026-06-11T05:08:33,add_to_cart,159,,False,
384,user-events,,914,2026-06-11T11:01:34,add_to_cart,33,,False,
471,user-events,,224,2026-06-11T14:27:44,view,172,,False,
315,user-events,visitor_315,,2026-06-12T10:56:38,view,150,,False,
428,recommendation-actions,visitor_428,,2026-06-12T11:01:59,recommendation_shown,119,,False,
37,user-events,,803,2026-06-12T12:02:45,view,17,,False,
206,user-events,visitor_206,,2026-06-12T14:22:35,view,47,,False,
108,user-events,,370,2026-06-13T06:41:15,view,98,,False,
287,user-events,,132,2026-06-13T09:46:16,view,113,,False,
390,recommendation-actions,visitor_390,,2026-06-13T15:09:35,recommendation_clicked,97,,False,
154,user-events,visitor_154,,2026-06-13T17:15:56,add_to_cart,42,,False,
354,user-events,,729,2026-06-14T18:05:26,delete_from_cart,14,,False,
170,notification-events,visitor_170,,2026-06-15T02:53:55,discount_offer_sent,86,,False,
103,user-events,,15,2026-06-15T09:46:58,view,63,,False,
81,user-events,,440,2026-06-15T16:08:24,transaction,39,,False,
6,notification-events,,371,2026-06-15T18:58:01,reminder_sent,76,,False,
262,recommendation-actions,,480,2026-06-16T10:42:40,recommendation_shown,170,,False,
67,user-events,,830,2026-06-16T14:48:21,add_to_cart,141,,False,
182,recommendation-actions,visitor_182,,2026-06-16T22:37:45,recommendation_clicked,35,,False,
143,recommendation-actions,,452,2026-06-17T15:37:22,recommendation_rejected,191,,False,
273,user-events,,653,2026-06-17T16:21:32,view,,,False,
443,recommendation-actions,visitor_443,,2026-06-18T05:42:14,recommendation_shown,168,,True,home
447,notification-events,,321,2026-06-18T20:21:15,offer_accepted,74,ORD-83JWTWWX,True,home
109,user-events,,901,2026-06-19T07:55:10,view,175,,False,
421,user-events,,517,2026-06-20T23:55:25,transaction,196,,False,
295,recommendation-actions,,193,2026-06-21T07:25:20,recommendation_shown,80,,False,
269,user-events,,135,2026-06-21T13:37:16,view,23,,False,
440,user-events,,830,2026-06-21T23:06:34,quantity,68,,False,
83,recommendation-actions,,277,2026-06-22T10:36:42,recommendation_shown,33,,False,
54,user-events,visitor_54,,2026-06-22T12:43:47,transaction,112,,True,product_detail
376,user-events,visitor_376,,2026-06-22T15:47:02,view,133,,False,
448,user-events,,564,2026-06-22T18:13:33,quantity,104,,False,
223,user-events,,776,2026-06-23T02:06:39,transaction,190,,True,home
377,recommendation-actions,,506,2026-06-23T05:17:01,recommendation_rejected,83,,False,
369,user-events,visitor_369,,2026-06-23T08:46:59,view,185,,False,
210,user-events,,236,2026-06-23T09:04:20,add_to_cart,86,,True,notification
243,user-events,,898,2026-06-23T09:15:37,view,86,,False,
226,recommendation-actions,,772,2026-06-24T13:36:04,recommendation_accepted,96,,False,
233,notification-events,visitor_233,,2026-06-24T15:55:49,discount_offer_sent,153,,False,
475,user-events,,298,2026-06-25T21:15:10,view,161,,False,
250,user-events,,396,2026-06-26T00:36:04,add_to_cart,74,,False,
381,user-events,,833,2026-06-26T11:48:14,add_to_cart,77,,False,
198,recommendation-actions,,812,2026-06-26T17:24:06,recommendation_clicked,18,,False,
393,user-events,visitor_393,,2026-06-27T02:50:48,delete_from_cart,12,,False,
228,user-events,,379,2026-06-27T05:22:38,add_to_cart,178,,False,
457,notification-events,,751,2026-06-27T05:44:55,offer_accepted,33,ORD-SYSAB86V,False,
203,user-events,,770,2026-06-27T06:11:30,add_to_cart,109,,False,
246,recommendation-actions,,810,2026-06-27T09:32:00,recommendation_clicked,62,,False,
82,user-events,,821,2026-06-28T01:03:16,view,195,,False,
88,user-events,,177,2026-06-28T06:11:22,add_to_cart,62,,False,
422,user-events,,788,2026-06-29T01:06:41,view,175,,False,
56,recommendation-actions,,479,2026-06-29T04:24:23,recommendation_shown,44,,False,
117,recommendation-actions,visitor_117,,2026-06-29T05:02:16,recommendation_shown,59,,False,
346,recommendation-actions,,760,2026-06-29T13:32:44,recommendation_shown,154,,False,
169,user-events,,823,2026-06-29T16:15:00,view,148,,False,
336,user-events,,228,2026-06-29T18:34:16,quantity,106,,False,
