user_id,purchase_intent,indecisiveness,engagement_level
988,0.3761,0.5447,medium
989,0.2043,0.3186,low
990,0.2886,0.3917,low
991,0.4074,0.0154,medium
992,0.3554,0.7395,low
993,0.0067,0.4438,low
994,0.0985,0.6859,high
995,0.4465,0.1183,medium
996,0.5012,0.3417,high
997,0.1805,0.2891,medium
998,0.4644,0.4239,medium
999,0.1724,0.5416,medium
1000,0.1763,0.3515,medium
1001,0.0344,0.1818,low
1002,0.5935,0.7987,low
1003,0.1604,0.3007,medium
1004,0.1019,0.5971,low
1005,0.1342,0.4217,medium
1006,0.1108,0.5133,medium
1007,0.1611,0.2537,high
1008,0.4578,0.9632,low
1009,0.2646,0.3449,low
1010,0.1855,0.4559,low
1011,0.3833,0.8415,low
1012,0.3139,0.5436,low
1013,0.4036,0.6017,low
1014,0.5739,0.0555,medium
1015,0.1049,0.5532,low
1016,0.0808,0.6795,high
1017,0.1552,0.5052,low
1018,0.1607,0.5115,low
1019,0.3965,0.3498,high
1020,0.3136,0.2263,medium
1021,0.3101,0.5494,low
1022,0.0835,0.7415,low
1023,0.0636,0.447,low
1024,0.337,0.4389,medium
1025,0.2635,0.5988,medium
1026,0.1276,0.5796,high
1027,0.2492,0.6661,low
1028,0.1282,0.4188,low
1029,0.0456,0.5308,low
1030,0.1457,0.3012,high
1031,0.2319,0.8224,high
1032,0.2522,0.5405,low
1033,0.3414,0.3873,low
1034,0.1352,0.5478,medium
1035,0.3277,0.2326,low
1036,0.264,0.9043,high
1037,0.4005,0.4202,medium
1038,0.4496,0.5836,medium
1039,0.0634,0.3802,medium
1040,0.3382,0.6167,low
1041,0.3827,0.4339,low
1042,0.2502,0.7168,high
1043,0.3569,0.6309,low
1044,0.5185,0.2827,low
1045,0.2634,0.5001,medium
1046,0.2018,0.8593,low
1047,0.258,0.7687,medium
1048,0.3536,0.5972,medium
1049,0.2718,0.212,low
1050,0.2548,0.4461,low
1051,0.1695,0.1105,low
1052,0.2418,0.555,low
1053,0.0743,0.2488,low
1054,0.2262,0.6312,high
1055,0.2848,0.4654,high
1056,0.37,0.1373,low
1057,0.3927,0.3841,medium
1058,0.2546,0.3937,low
1059,0.0155,0.4833,low
1060,0.1639,0.3997,high
1061,0.4728,0.4963,low
1062,0.0955,0.5754,high
1063,0.3737,0.2925,low
1064,0.3092,0.6455,medium
1065,0.0469,0.3357,high
1066,0.0329,0.1397,medium
1067,0.5133,0.845,medium
1068,0.1328,0.4679,low
1069,0.1434,0.1782,medium
1070,0.1603,0.7015,low
1071,0.2705,0.695,low
1072,0.2344,0.3354,low
1073,0.2715,0.4158,medium
1074,0.2735,0.0651,medium
1075,0.5999,0.4502,low
1076,0.188,0.3323,medium
1077,0.2428,0.4106,low
1078,0.4895,0.3389,medium
1079,0.3777,0.664,high
1080,0.2512,0.4848,low
1081,0.167,0.5441,medium
1082,0.3797,0.3466,high
1083,0.468,0.8789,medium
1084,0.5878,0.3945,high
1085,0.086,0.3093,low
1086,0.0841,0.6097,low
1087,0.2787,0.863,medium
1088,0.3494,0.0364,low
1089,0.6375,0.3588,low
1090,0.529,0.2774,low
1091,0.2842,0.42,medium
1092,0.2489,0.3738,medium
1093,0.1598,0.095,medium
1094,0.5506,0.6833,high
1095,0.2929,0.455,medium
1096,0.2001,0.3855,medium
1097,0.2654,0.3959,low
1098,0.1642,0.354,high
1099,0.1443,0.6511,high
1100,0.3617,0.1491,high
1101,0.3494,0.2854,high
1102,0.2147,0.3065,medium
1103,0.3686,0.2282,low
1104,0.1094,0.4716,high
1105,0.2182,0.3615,low
1106,0.22,0.5053,high
1107,0.1735,0.4649,medium
1108,0.1383,0.6274,low
1109,0.2806,0.2788,low
1110,0.3156,0.6004,low
1111,0.3195,0.3854,medium
1112,0.4443,0.8101,medium
1113,0.131,0.2633,low
1114,0.4454,0.3793,low
1115,0.3502,0.4725,low
1116,0.1211,0.8988,low
1117,0.4194,0.5399,medium
1118,0.5053,0.8971,medium
1119,0.1856,0.6716,low
1120,0.3956,0.5483,medium
1121,0.4249,0.3678,high
1122,0.4231,0.4146,medium
1123,0.5111,0.5766,low
1124,0.4619,0.5022,medium
1125,0.3451,0.4552,low
1126,0.6287,0.6996,low
1127,0.5973,0.535,low
1128,0.5319,0.2249,low
1129,0.3388,0.334,medium
1130,0.6091,0.5426,medium
1131,0.0853,0.1468,low
1132,0.1366,0.7143,low
1133,0.2041,0.1229,low
1134,0.0957,0.657,high
1135,0.2017,0.216,low
1136,0.3554,0.8081,low
1137,0.0156,0.7053,high
1138,0.2358,0.2632,low
1139,0.6917,0.7717,low
1140,0.2209,0.7765,high
1141,0.3161,0.9457,low
1142,0.641,0.3392,low
1143,0.3063,0.5394,low
1144,0.1161,0.618,low
1145,0.5935,0.1466,high
1146,0.3119,0.6289,medium
1147,0.0946,0.4222,medium
1148,0.2742,0.7937,low
1149,0.0745,0.564,low
1150,0.0446,0.1983,high
1151,0.3263,0.6197,low
1152,0.1366,0.1307,low
1153,0.5693,0.4267,low
1154,0.293,0.3889,medium
1155,0.1924,0.5456,high
1156,0.4986,0.2641,low
1157,0.1086,0.8602,low
1158,0.222,0.1675,medium
1159,0.4029,0.436,low
1160,0.3882,0.5683,low
1161,0.5565,0.6138,low
1162,0.5147,0.4119,low
1163,0.1179,0.7497,low
1164,0.17,0.4896,medium
1165,0.2035,0.7967,low
1166,0.895,0.8912,low
1167,0.1703,0.766,medium
1168,0.0773,0.4242,medium
1169,0.504,0.1986,medium
1170,0.3921,0.9724,low
1171,0.13,0.6386,low
1172,0.0538,0.3036,low
1173,0.2116,0.6941,medium
1174,0.2781,0.9463,low
1175,0.7613,0.6089,medium
1176,0.2281,0.375,medium
1177,0.1424,0.3137,low
1178,0.2611,0.8056,medium
1179,0.2338,0.2574,medium
1180,0.4339,0.3986,low
1181,0.3635,0.8179,medium
1182,0.2349,0.6047,medium
1183,0.1654,0.8771,medium
1184,0.4004,0.4746,low
1185,0.1144,0.8082,medium
1186,0.1084,0.3804,low
1187,0.0515,0.5161,low
1188,0.3899,0.5119,low
1189,0.4023,0.5356,high
1190,0.3153,0.758,low
1191,0.3399,0.6744,medium
1192,0.1743,0.4029,low
1193,0.2355,0.9122,medium
1194,0.0709,0.7146,low
1195,0.6261,0.4899,low
1196,0.2366,0.8509,low
1197,0.7841,0.9264,low
1198,0.29,0.2616,medium
1199,0.2304,0.8345,medium
1200,0.1888,0.0951,medium
1201,0.0616,0.4858,low
1202,0.0204,0.538,medium
1203,0.2607,0.8312,low
1204,0.3131,0.1519,high
1205,0.3647,0.4649,low
1206,0.318,0.8632,medium
1207,0.5493,0.5077,low
1208,0.2408,0.1236,medium
1209,0.2499,0.5277,medium
1210,0.2953,0.8212,medium
1211,0.4171,0.5314,high
1212,0.5925,0.5492,medium
1213,0.0785,0.6947,low
1214,0.0946,0.4942,low
1215,0.0717,0.6317,low
1216,0.3799,0.7729,low
1217,0.1546,0.3868,low
1218,0.3176,0.5727,medium
1219,0.1352,0.922,high
1220,0.5305,0.9222,low
1221,0.4259,0.7183,medium
1222,0.3246,0.4631,high
1223,0.3909,0.2843,medium
1224,0.199,0.4595,medium
1225,0.5004,0.643,medium
1226,0.3653,0.3483,low
1227,0.5373,0.7106,high
1228,0.0817,0.6767,low
1229,0.2007,0.6074,low
1230,0.1602,0.4254,medium
1231,0.1602,0.3486,low
1232,0.0396,0.4319,low
1233,0.4368,0.6063,low
1234,0.1061,0.9276,low
1235,0.2188,0.6219,low
1236,0.3922,0.4752,low
1237,0.3375,0.7015,low
1238,0.2843,0.5982,medium
1239,0.1429,0.2872,low
1240,0.2168,0.3369,medium
1241,0.5286,0.0808,medium
1242,0.1853,0.7265,medium
1243,0.2021,0.3392,low
1244,0.3537,0.4999,medium
1245,0.1952,0.3511,low
1246,0.1737,0.4642,high
1247,0.1487,0.5103,low
1248,0.1532,0.6073,low
1249,0.3287,0.4578,low
1250,0.493,0.5343,high
1251,0.2767,0.3228,low
1252,0.2967,0.1164,low
1253,0.2117,0.6094,low
1254,0.3686,0.3801,high
1255,0.464,0.2635,low
1256,0.2897,0.5144,high
1257,0.1706,0.2586,high
1258,0.3573,0.5837,medium
1259,0.1674,0.6536,low
1260,0.2152,0.7318,high
1261,0.0767,0.6742,low
1262,0.0668,0.3969,low
1263,0.2602,0.589,medium
1264,0.1269,0.3318,medium
1265,0.0905,0.4006,high
1266,0.3236,0.5679,high
1267,0.1375,0.6964,low
1268,0.2186,0.378,low
1269,0.1195,0.7683,high
1270,0.3191,0.2134,low
1271,0.337,0.6781,medium
1272,0.4016,0.4583,low
1273,0.0761,0.5927,low
1274,0.2492,0.1787,medium
1275,0.5406,0.7317,medium
1276,0.2105,0.8551,high
1277,0.3405,0.7208,high
1278,0.1694,0.6366,medium
1279,0.2623,0.2602,low
1280,0.0803,0.8046,medium
1281,0.3361,0.1613,low
1282,0.1039,0.3067,low
1283,0.651,0.5323,high
1284,0.0753,0.5798,medium
1285,0.3335,0.8223,low
1286,0.3741,0.3613,medium
1287,0.0022,0.1805,low
1288,0.584,0.3756,low
1289,0.3134,0.4917,medium
1290,0.3559,0.1966,low
1291,0.2435,0.686,medium
1292,0.4023,0.3383,medium
1293,0.263,0.7413,low
1294,0.1466,0.983,low
1295,0.3065,0.6252,medium
1296,0.2327,0.6894,medium
1297,0.0993,0.3913,high
1298,0.0766,0.5017,high
1299,0.1496,0.509,low
1300,0.1253,0.9204,medium
1301,0.0983,0.6136,low
1302,0.2535,0.3386,low
1303,0.299,0.16,low
1304,0.4189,0.757,low
1305,0.4154,0.4383,medium
1306,0.2408,0.583,medium
1307,0.6563,0.8464,low
1308,0.1413,0.4339,high
1309,0.324,0.6612,medium
1310,0.14,0.6427,medium
1311,0.2113,0.2086,low
1312,0.3778,0.141,low
1313,0.4426,0.2416,low
1314,0.3639,0.5104,low
1315,0.2021,0.4158,high
1316,0.1587,0.1288,low
1317,0.2997,0.5963,low
1318,0.3927,0.5416,low
1319,0.2114,0.5685,medium
1320,0.321,0.6414,high
1321,0.1433,0.1853,low
1322,0.4385,0.3511,medium
1323,0.2022,0.4513,low
1324,0.3348,0.5407,low
1325,0.4659,0.5469,medium
1326,0.312,0.1885,medium
1327,0.3698,0.6759,low
1328,0.404,0.2653,low
1329,0.4438,0.5845,medium
1330,0.3876,0.4835,medium
1331,0.2485,0.2086,medium
1332,0.4681,0.2514,low
1333,0.2859,0.6087,medium
1334,0.214,0.7318,high
1335,0.2762,0.411,high
1336,0.4861,0.4811,low
1337,0.4005,0.2824,low
1338,0.4301,0.5903,medium
1339,0.3684,0.9445,low
1340,0.3931,0.6403,medium
1341,0.3069,0.7527,low
1342,0.3187,0.2471,low
1343,0.1923,0.5528,medium
1344,0.6134,0.2685,low
1345,0.1632,0.1757,low
1346,0.21,0.2687,medium
1347,0.4383,0.8523,low
1348,0.3585,0.3326,low
1349,0.199,0.3731,low
1350,0.2627,0.4509,low
1351,0.354,0.5075,low
1352,0.5314,0.4169,low
1353,0.3766,0.4812,low
1354,0.4924,0.3651,high
1355,0.296,0.5731,medium
1356,0.1297,0.1776,medium
1357,0.1841,0.1344,medium
1358,0.1948,0.6195,medium
1359,0.2609,0.2945,medium
1360,0.1685,0.1965,high
1361,0.1154,0.1406,medium
1362,0.2491,0.5585,medium
1363,0.4191,0.479,low
1364,0.017,0.3089,medium
1365,0.7666,0.5176,low
1366,0.2591,0.8236,medium
1367,0.1742,0.2951,medium
1368,0.2387,0.1662,low
1369,0.2407,0.6042,low
1370,0.3231,0.0821,high
1371,0.4187,0.4512,low
1372,0.3678,0.5526,medium
1373,0.167,0.4321,low
1374,0.5581,0.5944,medium
1375,0.2111,0.3823,high
1376,0.0395,0.6023,medium
1377,0.6491,0.4458,low
1378,0.1555,0.9435,medium
1379,0.3002,0.8972,low
1380,0.6217,0.8624,low
1381,0.1594,0.2305,medium
1382,0.5028,0.8038,high
1383,0.3115,0.7589,medium
1384,0.2797,0.3,medium
1385,0.1485,0.2067,low
1386,0.2672,0.7323,low
1387,0.2123,0.7071,low
1388,0.2423,0.5,high
1389,0.2322,0.5487,low
1390,0.2993,0.116,medium
1391,0.166,0.5516,low
1392,0.1926,0.3191,low
1393,0.3497,0.5808,low
1394,0.3418,0.2643,high
1395,0.5237,0.5492,low
1396,0.0432,0.676,low
1397,0.3717,0.8071,low
1398,0.3152,0.4815,low
1399,0.3376,0.2677,low
1400,0.046,0.267,high
1401,0.5598,0.3254,high
1402,0.2507,0.2767,medium
1403,0.3029,0.564,medium
1404,0.0868,0.7056,low
1405,0.168,0.3463,high
1406,0.1605,0.2345,low
1407,0.4333,0.51,low
1408,0.4864,0.5033,low
1409,0.1997,0.4141,high
1410,0.2196,0.8285,low
1411,0.2514,0.1863,low
1412,0.2506,0.3528,low
1413,0.1443,0.5195,low
1414,0.0974,0.37,medium
1415,0.4706,0.4572,medium
1416,0.1842,0.6444,medium
1417,0.4377,0.4699,medium
1418,0.108,0.0203,low
1419,0.1757,0.7544,medium
1420,0.3246,0.2,high
1421,0.2427,0.52,low
1422,0.186,0.2411,low
1423,0.4818,0.5191,medium
1424,0.1089,0.7112,medium
1425,0.2442,0.2957,high
1426,0.3138,0.2699,low
1427,0.3389,0.7206,medium
1428,0.4356,0.4373,medium
1429,0.2006,0.4093,medium
1430,0.2446,0.3896,low
1431,0.2284,0.4224,high
1432,0.4498,0.6838,low
1433,0.1576,0.474,low
1434,0.4303,0.7091,medium
1435,0.1179,0.1674,low
1436,0.1113,0.3256,low
1437,0.1495,0.8348,high
1438,0.3651,0.9111,medium
1439,0.1934,0.4095,high
1440,0.1196,0.0433,low
1441,0.1702,0.2295,low
1442,0.1889,0.3469,low
1443,0.3129,0.1019,low
1444,0.2854,0.9053,low
1445,0.4053,0.5223,high
1446,0.3851,0.2865,low
1447,0.188,0.5381,medium
1448,0.0206,0.4325,medium
1449,0.2165,0.3714,low
1450,0.3481,0.7545,low
1451,0.2359,0.5746,medium
1452,0.1522,0.7214,low
1453,0.2719,0.2542,low
1454,0.3912,0.1805,medium
1455,0.4014,0.4604,low
1456,0.4042,0.364,low
1457,0.2712,0.307,medium
1458,0.1879,0.5357,low
1459,0.3768,0.5547,medium
1460,0.2858,0.6048,low
1461,0.4923,0.6356,medium
1462,0.4771,0.6287,medium
1463,0.2304,0.7795,high
1464,0.3852,0.4177,medium
1465,0.0792,0.559,medium
1466,0.1228,0.5584,medium
1467,0.393,0.625,low
1468,0.4471,0.5646,low
1469,0.1235,0.8333,medium
1470,0.1254,0.1635,medium
1471,0.0561,0.2356,high
1472,0.6099,0.0337,medium
1473,0.347,0.1449,low
1474,0.1246,0.7806,low
1475,0.3354,0.2529,low
1476,0.1614,0.2504,high
1477,0.0686,0.383,low
1478,0.2194,0.5467,medium
1479,0.7874,0.2318,low
1480,0.3833,0.6302,high
1481,0.3608,0.1673,low
1482,0.1166,0.4295,high
1483,0.2001,0.7474,medium
1484,0.5417,0.3427,low
1485,0.3152,0.1599,medium
1486,0.131,0.5224,low
1487,0.514,0.1202,low
1488,0.3857,0.7162,low
1489,0.0919,0.3749,low
1490,0.1497,0.4234,low
1491,0.4936,0.2699,medium
1492,0.2295,0.6465,high
1493,0.5017,0.3229,low
1494,0.5576,0.1978,medium
1495,0.2763,0.7854,low
1496,0.2464,0.4397,low
1497,0.0444,0.6922,low
1498,0.1944,0.3072,high
1499,0.121,0.583,low
1500,0.2223,0.3412,low
1501,0.368,0.6185,medium
1502,0.1722,0.497,low
1503,0.1001,0.7613,low
1504,0.2889,0.6433,low
1505,0.2532,0.5794,low
1506,0.2172,0.4961,low
1507,0.4929,0.5133,low
1508,0.1652,0.3994,high
1509,0.3423,0.587,medium
1510,0.2873,0.5277,low
1511,0.3271,0.2389,low
1512,0.5868,0.5128,high
1513,0.3602,0.3994,medium
1514,0.2114,0.3739,medium
1515,0.2397,0.6586,medium
1516,0.2599,0.5598,low
1517,0.1333,0.6303,low
1518,0.3986,0.3588,low
1519,0.3584,0.3839,low
1520,0.2125,0.0773,high
1521,0.1678,0.2552,low
1522,0.2851,0.2045,low
1523,0.1767,0.3128,high
1524,0.3488,0.7214,high
1525,0.1212,0.2983,low
1526,0.3977,0.3286,low
1527,0.1804,0.4312,medium
1528,0.5128,0.1616,low
1529,0.1985,0.9213,high
1530,0.2829,0.0973,low
1531,0.1016,0.5835,low
1532,0.2164,0.9253,medium
1533,0.2788,0.6587,medium
1534,0.3286,0.3638,high
1535,0.511,0.3055,medium
1536,0.0758,0.1462,low
1537,0.4793,0.3297,medium
1538,0.3189,0.2763,low
1539,0.0798,0.7056,low
1540,0.544,0.3298,low
1541,0.306,0.4311,low
1542,0.2314,0.4386,low
1543,0.5113,0.6132,medium
1544,0.0451,0.5443,low
1545,0.4231,0.4691,low
1546,0.0805,0.3902,low
1547,0.2763,0.8474,medium
1548,0.3059,0.2487,low
1549,0.1919,0.0451,low
1550,0.1054,0.8532,high
1551,0.1775,0.9028,medium
1552,0.3352,0.3295,high
1553,0.4345,0.0935,high
1554,0.1145,0.611,low
1555,0.1159,0.5284,high
1556,0.2611,0.409,medium
1557,0.1306,0.2185,low
1558,0.1194,0.3683,medium
1559,0.0685,0.6967,low
1560,0.3928,0.7964,low
1561,0.505,0.9427,low
1562,0.2075,0.4305,medium
1563,0.468,0.4963,high
1564,0.1726,0.5159,low
1565,0.3853,0.3677,medium
1566,0.2884,0.2704,low
1567,0.2097,0.1938,high
1568,0.1329,0.5726,low
1569,0.2243,0.3405,low
1570,0.0973,0.5459,medium
1571,0.0737,0.6567,medium
1572,0.2187,0.5786,low
1573,0.3545,0.3893,medium
1574,0.2954,0.7048,medium
1575,0.2051,0.6574,low
1576,0.3571,0.4315,low
1577,0.5011,0.5795,low
1578,0.2901,0.6449,medium
1579,0.1965,0.59,medium
1580,0.3449,0.7472,low
1581,0.1296,0.4136,medium
1582,0.5222,0.3176,low
1583,0.1181,0.6557,low
1584,0.1009,0.2735,medium
1585,0.2561,0.6981,low
1586,0.2547,0.4969,high
1587,0.256,0.1151,high
1588,0.2936,0.2492,low
1589,0.3568,0.6149,low
1590,0.1751,0.0636,low
1591,0.1945,0.4537,low
1592,0.1378,0.2527,high
1593,0.1323,0.6768,low
1594,0.3076,0.8226,low
1595,0.4754,0.5889,medium
1596,0.5279,0.5754,medium
1597,0.4962,0.3847,medium
1598,0.0898,0.8244,medium
1599,0.2259,0.1517,medium
1600,0.1325,0.7416,low
1601,0.1232,0.5918,low
1602,0.2051,0.756,medium
1603,0.1483,0.3781,medium
1604,0.3856,0.2811,low
1605,0.2421,0.81,high
1606,0.2354,0.2404,medium
1607,0.7376,0.8529,low
1608,0.3004,0.5138,high
1609,0.4365,0.4173,medium
1610,0.3067,0.4543,high
1611,0.2736,0.2659,medium
1612,0.3298,0.7361,medium
1613,0.1183,0.7586,low
1614,0.1893,0.5057,low
1615,0.4476,0.6867,medium
1616,0.6326,0.2226,medium
1617,0.0495,0.2546,high
1618,0.257,0.9245,low
1619,0.1879,0.4087,medium
1620,0.0599,0.7187,low
1621,0.1746,0.4372,medium
1622,0.0302,0.3281,low
1623,0.4798,0.6239,medium
1624,0.1289,0.1801,medium
1625,0.1219,0.8568,high
1626,0.2557,0.8216,medium
1627,0.129,0.6486,low
1628,0.2039,0.5011,medium
1629,0.2384,0.2355,medium
1630,0.0735,0.3061,low
1631,0.3321,0.2612,low
1632,0.1446,0.4219,high
1633,0.3348,0.3464,low
1634,0.1831,0.5915,low
1635,0.0708,0.6823,medium
1636,0.0454,0.1978,low
1637,0.2702,0.482,medium
1638,0.5415,0.6389,low
1639,0.1296,0.6926,low
1640,0.0927,0.649,low
1641,0.3909,0.0925,medium
1642,0.5079,0.5012,low
1643,0.302,0.7082,low
1644,0.1039,0.6866,medium
1645,0.0956,0.2168,medium
1646,0.5656,0.3008,low
1647,0.5493,0.9684,medium
1648,0.3769,0.6558,low
1649,0.0226,0.4182,low
1650,0.4361,0.3431,low
1651,0.3871,0.1813,medium
1652,0.1076,0.4729,high
1653,0.2239,0.6432,low
1654,0.3549,0.5601,low
1655,0.3467,0.5165,high
1656,0.2756,0.4609,low
1657,0.4159,0.4048,high
1658,0.035,0.4669,medium
1659,0.6268,0.6271,high
1660,0.3033,0.0846,medium
1661,0.1616,0.4251,low
1662,0.3192,0.4134,medium
1663,0.4788,0.3942,low
1664,0.2309,0.7318,medium
1665,0.3005,0.7278,low
1666,0.0976,0.6797,medium
1667,0.4713,0.7907,low
1668,0.426,0.3342,low
1669,0.5155,0.5386,low
1670,0.4708,0.4695,low
1671,0.2116,0.8631,low
1672,0.5243,0.4918,low
1673,0.3698,0.7632,high
1674,0.6328,0.7237,medium
1675,0.2948,0.4661,medium
1676,0.2221,0.2996,medium
1677,0.5045,0.8694,low
1678,0.4283,0.5446,medium
1679,0.0677,0.1446,medium
1680,0.3808,0.7134,low
1681,0.2407,0.313,medium
1682,0.3712,0.4061,high
1683,0.4019,0.3633,low
1684,0.1081,0.6724,low
1685,0.5696,0.6913,medium
1686,0.305,0.125,low
1687,0.3022,0.5379,low
1688,0.1344,0.5832,low
1689,0.2543,0.6135,low
1690,0.5412,0.4553,medium
1691,0.2679,0.5907,high
1692,0.6307,0.4029,medium
1693,0.2429,0.8635,medium
1694,0.0885,0.2648,low
1695,0.343,0.3859,low
1696,0.3045,0.4015,low
1697,0.1075,0.1441,low
1698,0.0592,0.4875,medium
1699,0.0901,0.185,high
1700,0.2811,0.1143,low
1701,0.2388,0.2463,high
1702,0.3049,0.322,medium
1703,0.1005,0.226,low
1704,0.3478,0.4196,medium
1705,0.0564,0.5738,low
1706,0.1752,0.6083,medium
1707,0.3312,0.1414,medium
1708,0.4079,0.7338,medium
1709,0.064,0.4164,medium
1710,0.2415,0.1015,medium
1711,0.1679,0.4574,low
1712,0.1501,0.6126,high
1713,0.1322,0.8052,low
1714,0.3457,0.8084,medium
1715,0.2272,0.2041,medium
1716,0.2716,0.2471,low
1717,0.3327,0.3192,low
1718,0.395,0.5417,low
1719,0.2301,0.3237,low
1720,0.295,0.1667,medium
1721,0.332,0.5136,high
1722,0.3303,0.3496,low
1723,0.356,0.6566,medium
1724,0.2231,0.6429,medium
1725,0.2703,0.5564,medium
1726,0.0188,0.5892,medium
1727,0.1324,0.5539,medium
1728,0.1209,0.2506,low
1729,0.3411,0.3109,medium
1730,0.2941,0.8186,medium
1731,0.497,0.4991,high
1732,0.3281,0.5912,medium
1733,0.2978,0.536,high
1734,0.246,0.107,low
1735,0.2294,0.4283,medium
1736,0.1273,0.1797,medium
1737,0.0791,0.4781,low
1738,0.2659,0.5143,medium
1739,0.4929,0.399,medium
1740,0.3649,0.5245,medium
1741,0.3345,0.8028,medium
1742,0.572,0.7887,medium
1743,0.2941,0.582,high
1744,0.2068,0.4799,low
1745,0.4272,0.5908,low
1746,0.1948,0.6188,high
1747,0.1246,0.5917,low
1748,0.2468,0.3806,medium
1749,0.1409,0.1847,medium
1750,0.3924,0.5851,low
1751,0.0719,0.1692,medium
1752,0.385,0.9717,medium
1753,0.3947,0.3228,low
1754,0.3334,0.8712,low
1755,0.4529,0.6783,medium
1756,0.3374,0.2954,medium
1757,0.0984,0.698,low
1758,0.4971,0.4027,low
1759,0.2233,0.3566,medium
1760,0.5233,0.4054,medium
1761,0.3144,0.434,medium
1762,0.5829,0.2921,high
1763,0.3286,0.6658,medium
1764,0.215,0.5979,medium
1765,0.1164,0.0325,medium
1766,0.0943,0.1283,medium
1767,0.5516,0.5072,high
1768,0.3619,0.0794,low
1769,0.2056,0.8976,medium
1770,0.1667,0.4956,low
1771,0.6247,0.1991,medium
1772,0.3484,0.5901,medium
1773,0.418,0.0699,low
1774,0.0959,0.246,medium
1775,0.1154,0.647,medium
1776,0.0532,0.1225,high
1777,0.46,0.27,medium
1778,0.4744,0.6921,medium
1779,0.3599,0.6504,low
1780,0.1937,0.2051,high
1781,0.455,0.6515,medium
1782,0.1275,0.5025,medium
1783,0.2005,0.2871,medium
1784,0.4296,0.3841,high
1785,0.4419,0.3929,medium
1786,0.1889,0.5274,low
1787,0.0889,0.4678,low
1788,0.3147,0.7292,low
1789,0.2648,0.7113,low
1790,0.2013,0.27,low
1791,0.1049,0.6028,medium
1792,0.2087,0.8492,medium
1793,0.2232,0.513,high
1794,0.2756,0.5352,high
1795,0.5171,0.8828,low
1796,0.3342,0.2885,medium
1797,0.0468,0.6264,high
1798,0.3707,0.4474,medium
1799,0.299,0.3987,low
1800,0.069,0.6792,high
1801,0.2756,0.2839,medium
1802,0.1278,0.4844,medium
1803,0.328,0.3881,low
1804,0.3961,0.4553,medium
1805,0.1115,0.7383,high
1806,0.5266,0.7042,medium
1807,0.2533,0.4566,low
1808,0.2352,0.6289,low
1809,0.1012,0.4532,high
1810,0.165,0.4189,high
1811,0.1696,0.3511,high
1812,0.0058,0.235,medium
1813,0.3615,0.1329,low
1814,0.0742,0.586,medium
1815,0.1329,0.3776,low
1816,0.4836,0.8771,low
1817,0.4147,0.7612,low
1818,0.0271,0.205,low
1819,0.3986,0.4369,medium
1820,0.0967,0.3057,medium
1821,0.3538,0.6739,low
1822,0.1458,0.8468,high
1823,0.1727,0.5631,low
1824,0.1894,0.8868,high
1825,0.2593,0.7104,low
1826,0.1807,0.4593,low
1827,0.3672,0.5391,medium
1828,0.2262,0.2799,low
1829,0.4695,0.3088,medium
1830,0.4213,0.714,medium
1831,0.039,0.5019,low
1832,0.4218,0.6458,medium
1833,0.0183,0.7419,medium
1834,0.3263,0.4299,low
1835,0.5538,0.2976,medium
1836,0.9068,0.2781,high
1837,0.2015,0.589,low
1838,0.1813,0.194,low
1839,0.5331,0.221,low
1840,0.0543,0.3608,medium
1841,0.273,0.5252,high
1842,0.4128,0.4841,medium
1843,0.3952,0.1198,medium
1844,0.3729,0.3209,low
1845,0.3038,0.6156,medium
1846,0.2978,0.719,low
1847,0.2756,0.6349,low
1848,0.3402,0.2054,low
1849,0.36,0.5665,medium
1850,0.1515,0.6792,medium
1851,0.1117,0.1721,medium
1852,0.3992,0.7275,low
1853,0.2902,0.0671,low
1854,0.3647,0.7303,medium
1855,0.3112,0.2476,low
1856,0.2449,0.3665,low
1857,0.1617,0.256,high
1858,0.1651,0.4255,medium
1859,0.5695,0.3296,high
1860,0.4036,0.8104,high
1861,0.5691,0.3024,medium
1862,0.1544,0.1896,low
1863,0.1686,0.3924,medium
1864,0.2325,0.4215,low
1865,0.182,0.3014,low
1866,0.2535,0.4842,medium
1867,0.5591,0.4855,low
1868,0.2036,0.1114,low
1869,0.2314,0.9,low
1870,0.3655,0.8787,medium
1871,0.344,0.8335,medium
1872,0.5914,0.3781,low
1873,0.3816,0.16,medium
1874,0.1721,0.7252,low
1875,0.2407,0.471,low
1876,0.1685,0.5258,low
1877,0.2921,0.7523,medium
1878,0.2768,0.3295,low
1879,0.152,0.7645,low
1880,0.1916,0.5608,low
1881,0.0982,0.8138,medium
1882,0.279,0.5038,low
1883,0.5317,0.5637,medium
1884,0.2438,0.7393,low
1885,0.437,0.7546,medium
1886,0.4882,0.3689,low
1887,0.2439,0.8664,low
1888,0.2816,0.2427,low
1889,0.2525,0.454,medium
1890,0.0864,0.3033,low
1891,0.1794,0.5637,low
1892,0.3425,0.6722,medium
1893,0.152,0.867,high
1894,0.302,0.5214,medium
1895,0.2785,0.6188,high
1896,0.3359,0.2211,low
1897,0.4192,0.7582,medium
1898,0.2478,0.2871,medium
1899,0.3383,0.5964,low
1900,0.1202,0.0638,low
1901,0.1048,0.7693,low
1902,0.2017,0.0613,high
1903,0.344,0.435,medium
1904,0.292,0.7182,low
1905,0.1842,0.5828,medium
1906,0.3725,0.2573,medium
1907,0.308,0.8267,low
1908,0.4023,0.4151,low
1909,0.1177,0.2671,medium
