id,topic,visitor_id,user_id,timestamp,event_type,product_id,order_id_for_refund,is_recommended,recommendation_view
460,user-events,,642,2026-05-22T21:40:18,view,138,,False,
94,recommendation-actions,,502,2026-05-23T06:16:43,recommendation_clicked,23,,False,
88,recommendation-actions,,623,2026-05-23T08:13:07,recommendation_shown,10,,False,
43,user-events,,892,2026-05-23T23:07:01,add_to_cart,178,,False,
158,user-events,visitor_158,,2026-05-24T03:02:54,view,190,,True,notification
444,user-events,visitor_444,,2026-05-24T04:56:53,view,52,,False,
80,user-events,,151,2026-05-24T21:11:16,view,49,,False,
368,user-events,,756,2026-05-25T19:57:38,delete_from_cart,163,,False,
204,user-events,,540,2026-05-26T00:42:28,add_to_cart,64,,True,home
305,user-events,,181,2026-05-26T06:57:18,view,143,,False,
229,notification-events,,869,2026-05-26T07:26:59,discount_offer_sent,42,,False,
397,user-events,visitor_397,,2026-05-26T09:28:50,view,62,,False,
400,recommendation-actions,,902,2026-05-26T15:10:23,recommendation_accepted,28,,False,
291,recommendation-actions,,383,2026-05-26T17:59:27,recommendation_shown,56,,True,product_detail
356,user-events,,726,2026-05-26T18:40:08,view,113,,False,
260,user-events,,917,2026-05-27T09:49:51,add_to_cart,80,,False,
195,user-events,,90,2026-05-27T09:50:15,add_to_cart,67,,False,
283,user-events,,778,2026-05-27T12:18:03,add_to_cart,,,False,
72,recommendation-actions,,240,2026-05-27T19:21:54,recommendation_accepted,17,,False,
277,user-events,,542,2026-05-28T15:50:21,view,90,,False,
92,user-events,,528,2026-05-29T08:21:01,add_to_cart,114,,False,
138,user-events,,236,2026-05-29T17:48:00,add_to_cart,142,,False,
499,recommendation-actions,,529,2026-05-29T18:35:27,recommendation_shown,152,,False,
453,notification-events,visitor_453,,2026-05-29T21:14:37,discount_offer_sent,198,,False,
353,user-events,,98,2026-05-29T22:08:46,quantity,91,,False,
29,recommendation-actions,visitor_29,,2026-05-30T03:36:17,recommendation_shown,192,,False,
22,user-events,,839,2026-05-30T07:47:46,view,17,,False,
339,recommendation-actions,,609,2026-05-30T08:35:01,recommendation_clicked,50,,False,
352,user-events,,438,2026-05-30T10:01:27,view,21,,False,
256,user-events,,132,2026-05-31T14:52:21,view,39,,True,home
329,user-events,,137,2026-05-31T23:17:40,add_to_cart,159,,False,
374,user-events,visitor_374,,2026-06-01T04:21:42,view,59,,False,
282,recommendation-actions,,61,2026-06-01T06:48:01,recommendation_shown,47,,False,
428,user-events,,410,2026-06-02T15:29:40,delete_from_cart,17,,False,
213,user-events,,285,2026-06-02T16:49:31,view,90,,False,
174,notification-events,,640,2026-06-02T19:36:43,discount_offer_sent,129,,False,
293,user-events,,770,2026-06-02T23:49:06,delete_from_cart,175,,False,
303,notification-events,,768,2026-06-03T17:59:28,discount_offer_sent,17,,False,
57,user-events,,225,2026-06-05T12:36:38,view,134,,False,
350,user-events,,973,2026-06-06T04:17:09,quantity,200,,False,
281,user-events,,403,2026-06-06T13:25:55,view,87,,False,
241,user-events,,2,2026-06-07T17:11:30,view,142,,False,
463,recommendation-actions,,990,2026-06-07T17:59:37,recommendation_shown,97,,True,home
133,recommendation-actions,,239,2026-06-09T12:27:28,recommendation_shown,73,,False,
84,user-events,,471,2026-06-09T22:31:44,view,68,,False,
325,user-events,,44,2026-06-10T05:08:00,add_to_cart,87,,False,
15,user-events,,452,2026-06-10T10:46:03,view,182,,False,
32,user-events,,424,2026-06-10T23:12:54,view,53,,False,
242,recommendation-actions,,676,2026-06-11T03:32:21,recommendation_shown,97,,False,
289,recommendation-actions,,694,2026-06-11T06:29:08,recommendation_shown,,,True,final_cart
79,user-events,visitor_79,,2026-06-11T07:15:14,quantity,121,,False,
188,user-events,,439,2026-06-11T09:55:52,view,151,,False,
401,user-events,,860,2026-06-11T09:57:19,add_to_cart,165,,False,
393,user-events,visitor_393,,2026-06-11T19:26:41,add_to_cart,29,,False,
70,user-events,,227,2026-06-11T22:18:14,add_to_cart,107,,False,
181,user-events,,150,2026-06-12T19:58:18,view,56,,False,
452,user-events,,204,2026-06-12T23:35:48,view,6,,False,
274,recommendation-actions,,517,2026-06-13T07:42:26,recommendation_shown,133,,False,
10,notification-events,visitor_10,,2026-06-13T14:39:20,discount_offer_sent,194,,False,
87,user-events,,726,2026-06-14T04:51:56,delete_from_cart,185,,True,home
285,user-events,,270,2026-06-14T23:02:53,transaction,159,,False,
31,user-events,,86,2026-06-15T05:23:51,quantity,200,,False,
263,user-events,,184,2026-06-16T00:10:25,add_to_cart,77,,False,
384,recommendation-actions,,168,2026-06-16T02:56:37,recommendation_shown,56,,False,
157,user-events,,245,2026-06-16T08:58:22,view,150,,True,home
190,user-events,,380,2026-06-16T15:56:34,view,36,,False,
5,user-events,,535,2026-06-16T21:48:02,add_to_cart,129,,False,
85,user-events,,356,2026-06-16T22:06:01,view,23,,False,
388,user-events,,595,2026-06-17T01:05:16,delete_from_cart,14,,True,final_cart
11,user-events,,243,2026-06-17T05:15:20,add_to_cart,159,,False,
457,recommendation-actions,,573,2026-06-17T10:37:40,recommendation_shown,134,,False,
365,user-events,,270,2026-06-17T11:35:08,view,11,,False,
41,user-events,,557,2026-06-17T16:07:58,delete_from_cart,112,,False,
45,user-events,,703,2026-06-17T18:02:48,view,185,,False,
435,notification-events,,445,2026-06-17T21:27:52,discount_offer_sent,57,,False,
403,recommendation-actions,,592,2026-06-18T00:39:20,recommendation_shown,174,,False,
425,user-events,,454,2026-06-18T07:57:33,view,184,,True,product_detail
336,recommendation-actions,,273,2026-06-18T08:37:17,recommendation_shown,112,,True,home
447,user-events,visitor_447,,2026-06-18T11:22:34,quantity,137,,True,product_detail
479,recommendation-actions,visitor_479,,2026-06-19T03:24:29,recommendation_shown,137,,False,
8,user-events,,873,2026-06-19T10:38:29,quantity,,,False,
250,user-events,visitor_250,,2026-06-19T14:15:30,delete_from_cart,113,,False,
90,user-events,,468,2026-06-20T02:21:27,view,12,,False,
113,recommendation-actions,,316,2026-06-20T10:54:51,recommendation_clicked,126,,False,
100,recommendation-actions,,371,2026-06-20T17:07:05,recommendation_shown,110,,True,product_detail
54,user-events,,177,2026-06-21T05:24:06,transaction,50,,False,
379,user-events,,382,2026-06-21T13:54:27,view,,,False,
81,user-events,,475,2026-06-22T01:07:37,add_to_cart,172,,False,
2,user-events,,251,2026-06-22T04:14:17,view,10,,True,final_cart
203,user-events,,135,2026-06-22T05:37:48,view,107,,False,
418,user-events,,669,2026-06-22T13:54:02,view,140,,False,
292,user-events,,755,2026-06-23T01:50:33,quantity,58,,True,home
26,recommendation-actions,,163,2026-06-24T06:57:41,recommendation_shown,,,False,
104,recommendation-actions,visitor_104,,2026-06-24T10:37:31,recommendation_shown,109,,False,
183,user-events,,603,2026-06-24T14:31:32,delete_from_cart,47,,False,
478,user-events,visitor_478,,2026-06-24T15:13:24,add_to_cart,19,,False,
126,recommendation-actions,visitor_126,,2026-06-24T15:16:05,recommendation_accepted,34,,False,
381,user-events,,565,2026-06-24T19:37:27,delete_from_cart,52,,False,
120,user-events,,212,2026-06-25T19:13:30,view,151,,False,
62,user-events,,871,2026-06-26T01:11:59,view,29,,False,
40,recommendation-actions,,15,2026-06-26T10:08:22,recommendation_shown,,,False,
63,user-events,,959,2026-06-26T16:54:19,view,162,,False,
156,user-events,visitor_156,,2026-06-27T10:42:28,add_to_cart,156,,True,product_detail
98,notification-events,,260,2026-06-27T12:05:47,offer_declined,86,,False,
139,user-events,,670,2026-06-28T02:58:17,add_to_cart,84,,False,
